time;gFx;gFy;gFz;ax;ay;az;wx;wy;wz;P
3.903;-1,12;0,09;0,00;-13,08;8,94;-0,02;0,42;-1,72;-1,38;0,00
3.931;-0,87;0,10;-0,29;-13,08;8,94;-0,02;0,42;-1,72;-1,38;0,00
3.951;-0,87;0,10;-0,29;-13,08;8,94;-0,02;0,24;0,10;-0,37;0,00
3.976;-0,87;0,10;-0,29;-8,04;10,58;-2,45;0,24;0,10;-0,37;0,00
3.978;-0,87;0,10;-0,29;-7,96;10,40;-2,45;0,24;0,10;-0,37;0,00
4.0;-1,01;-0,76;0,15;-7,96;10,40;-2,45;0,24;0,10;-0,37;0,00
4.031;-1,01;-0,76;0,15;-7,96;10,40;-2,45;-0,29;-0,34;0,17;0,00
4.04;-1,01;-0,76;0,15;-8,66;6,27;-1,77;-0,29;-0,34;0,17;0,00
4.041;-1,01;-0,76;0,15;-8,33;6,15;-1,77;-0,29;-0,34;0,17;0,00
4.069;-1,09;-1,38;0,37;-8,33;6,15;-1,77;-0,29;-0,34;0,17;0,00
4.07;-1,09;-1,38;0,37;-8,33;6,15;-1,77;0,51;0,99;1,31;0,00
4.116;-1,09;-1,38;0,37;-9,21;-1,31;2,14;0,51;0,99;1,31;0,00
4.151;-1,29;-1,77;0,64;-9,21;-1,31;2,14;0,51;0,99;1,31;0,00
4.152;-1,29;-1,77;0,64;-9,21;-1,31;2,14;0,61;2,45;1,28;0,00
4.177;-1,29;-1,77;0,64;-9,21;-6,99;4,13;0,61;2,45;1,28;0,00
4.179;-1,29;-1,77;0,64;-8,45;-7,04;4,14;0,61;2,45;1,28;0,00
4.209;-1,21;-2,12;0,89;-8,45;-7,04;4,14;0,61;2,45;1,28;0,00
4.228;-1,21;-2,12;0,89;-8,45;-7,04;4,14;0,67;4,62;3,06;0,00
4.247;-1,21;-2,12;0,89;-9,00;-9,57;6,03;0,67;4,62;3,06;0,00
4.248;-1,21;-2,12;0,89;-7,55;-10,14;6,55;0,67;4,62;3,06;0,00
4.266;-1,21;-2,12;0,89;-7,55;-10,14;6,55;0,16;3,11;3,52;0,00
4.276;-0,37;-2,51;1,54;-7,55;-10,14;6,55;0,16;3,11;3,52;0,00
4.315;-0,37;-2,51;1,54;0,13;-18,09;14,07;0,16;3,11;3,52;0,00
4.317;-0,37;-2,51;1,54;0,87;-18,65;14,96;0,16;3,11;3,52;0,00
4.35;-0,37;-2,51;1,54;0,87;-18,65;14,96;1,31;5,49;2,93;0,00
4.352;-0,01;-0,99;0,75;0,87;-18,65;14,96;1,31;5,49;2,93;0,00
4.385;-0,01;-0,99;0,75;6,21;-9,58;12,97;1,31;5,49;2,93;0,00
4.415;0,19;-0,29;0,22;6,21;-9,58;12,97;1,31;5,49;2,93;0,00
4.424;0,19;-0,29;0,22;6,21;-9,58;12,97;0,98;4,27;2,14;0,00
4.454;0,19;-0,29;0,22;9,62;2,03;7,09;0,98;4,27;2,14;0,00
4.454;0,19;-0,29;0,22;9,29;1,51;8,07;0,98;4,27;2,14;0,00
4.483;0,28;-0,47;0,23;9,29;1,51;8,07;0,98;4,27;2,14;0,00
4.503;0,28;-0,47;0,23;9,29;1,51;8,07;0,33;3,33;2,18;0,00
4.523;0,28;-0,47;0,23;9,24;0,86;7,20;0,33;3,33;2,18;0,00
4.526;0,28;-0,47;0,23;8,99;0,48;7,55;0,33;3,33;2,18;0,00
